close_time,close,open,high,low,volume,ret_1d,ret_2d,ret_3d,ret_5d,ret_10d,close_lag_1,close_lag_2,close_lag_3,close_lag_5,close_lag_10,sma_5,std_5,ret_std_5,sma_10,std_10,ret_std_10,sma_20,std_20,ret_std_20,ema_12,ema_26,rsi_14,macd_line,macd_signal,macd_hist,bb_ma_20,bb_width_20,bb_percent_b_20,hl2,hl_spread,atr_14,volume_log,vol_sma_5,volume_z_5,vol_sma_20,volume_z_20,dow_sin,dow_cos,mon_sin,mon_cos,y_class_3,next_return_3
2020-11-20 00:00:00+00:00,163.20333862304688,165.99667358398438,167.5,163.02000427246094,98735700,-0.019348255020757876,0.006103108012529335,0.10869318691862162,0.19855568563190262,0.13876036595967323,166.42333984375,162.2133331298828,147.20333862304688,136.1666717529297,143.31666564941406,155.0146697998047,12.946692932155129,0.05242928623914249,146.47433471679688,12.526215242628481,0.04451031287335703,142.6251663208008,10.083478214855603,0.03981661890917163,149.23105307279693,144.52729689316618,73.72204060103019,4.703756179630744,1.6625909554947496,3.0411652241359945,142.6251663208008,0.282796605254791,1.010195288366098,165.26000213623047,0.027450392653342384,7.616189139229911,18.407957151260973,156874860.0,-0.8964330978974429,100610895.0,-0.03900959965142171,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,1,0.17236160645583165
2020-11-23 00:00:00+00:00,173.9499969482422,167.8333282470703,175.3333282470703,167.26333618164062,150780900,0.06584827501609536,0.045225970777649005,0.07235326216348636,0.27876202682666307,0.23878364347331416,163.20333862304688,166.42333984375,162.2133331298828,136.02999877929688,140.4199981689453,162.59866943359376,9.759752299020501,0.04838265325846302,149.82733459472655,14.97399804457262,0.04548411672055925,144.31799926757813,12.246106399097144,0.041751512747298006,153.03396751517312,146.70675615650515,74.90464132428096,6.327211358667967,2.595515036129393,3.7316963225385735,144.31799926757813,0.3394200712661432,1.1049269195237579,171.29833221435547,0.046392596763487275,7.8335691179547995,18.831338354323556,170927880.0,-0.4020510163331414,103914060.0,0.9530133591378929,0.0,1.0,-0.8660254037844386,0.5000000000000001,1,0.12246812211277067
2020-11-24 00:00:00+00:00,185.1266632080078,180.13333129882812,186.663330078125,175.39999389648438,160945500,0.06425217853318599,0.1343313486717177,0.1123840164595773,0.25762543798054516,0.3533969899551015,173.9499969482422,163.20333862304688,166.42333984375,147.20333862304688,136.7866668701172,170.18333435058594,9.537683720007024,0.04614297367477299,154.6613342285156,17.82723764418371,0.04372017624326373,146.49633255004883,15.238823476840722,0.04336946303820685,157.97130531407078,149.55267519735722,79.56965465898261,8.418630116713558,3.7601380522462264,4.658492064467332,146.49633255004883,0.41608750776432024,1.1337485750895995,181.0316619873047,0.06084124234975872,8.305950709751674,18.89657636253804,166404000.0,-0.10982054027692685,108558360.0,1.047899457149163,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,1,0.02200295554216082
2020-11-25 00:00:00+00:00,191.3333282470703,183.35333251953125,191.3333282470703,181.7899932861328,146790600,0.03352658623835669,0.09993292097613793,0.17236160645583176,0.17951665596977384,0.3760697576825458,185.1266632080078,173.9499969482422,163.20333862304688,162.2133331298828,139.0433349609375,176.00733337402343,12.021607028698996,0.03478685971837206,159.8903335571289,20.24237173902602,0.043399141628125276,149.2959991455078,17.978558520095337,0.04129670487458758,163.10392422683995,152.64753838622485,79.70450362046896,10.456385840615098,5.099387609920001,5.356998230695098,149.2959991455078,0.48168895678371015,1.0845481028773212,186.56166076660156,0.049878058613050745,8.534759521484375,18.804517646209387,148935720.0,-0.06656715537840815,112080180.0,0.6930252061982609,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,1,0.018745662110907845
2020-11-27 00:00:00+00:00,195.2533264160156,193.72000122070312,199.5933380126953,192.8166656494141,112683300,0.020487795852708768,0.05470126794555519,0.12246812211277058,0.1732328326022854,0.4225762793114509,191.3333282470703,185.1266632080078,173.9499969482422,166.42333984375,137.25332641601562,181.77333068847656,13.137711304128898,0.0351883122893453,165.6903335571289,21.316372669901572,0.04065470988485337,152.2114990234375,20.43066250643818,0.04127135906500994,168.04998610209773,155.80352268472785,83.52338368884756,12.246463417369881,6.528802771409977,5.717660645959905,152.2114990234375,0.5369019459769533,1.0266817385267681,196.2050018310547,0.034707077659934464,8.795950753348214,18.54009179589301,133987200.0,-0.7954382067788547,114316050.0,-0.03332228956100101,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,-0.028919621116459696
2020-11-30 00:00:00+00:00,189.1999969482422,200.73666381835932,202.6000061035156,184.836669921875,189009300,-0.03100243964538618,-0.011149815447068057,0.022002955542160807,0.159289990906621,0.3894736098972873,195.2533264160156,191.3333282470703,185.1266632080078,163.20333862304688,136.1666717529297,186.97266235351563,8.147750469469704,0.039625085599460416,170.99366607666016,19.690082112933826,0.04398211048534509,155.20416564941405,21.27149647767121,0.039271462536891594,171.30383392458148,158.2773355931363,80.25304002337842,13.026498331445168,7.828341883417016,5.198156448028152,155.20416564941405,0.5482197307956473,0.8995467753586792,193.7183380126953,0.09388655638562123,9.314760480608257,19.057306783453274,152041920.0,1.3444620640463882,117389820.0,1.3846472440652338,0.0,1.0,-0.8660254037844386,0.5000000000000001,1,0.04541933483775963
2020-12-01 00:00:00+00:00,194.9199981689453,199.19667053222656,199.2833404541016,190.683334350586,120310500,0.030232565079099327,-0.001707157840476814,0.01874566211090789,0.12055189185742043,0.4329192083960469,189.1999969482422,195.2533264160156,191.3333282470703,173.9499969482422,136.02999877929688,191.16666259765626,4.217982127665515,0.03459114488661678,176.882666015625,16.64165501994258,0.042273680780773606,158.27499923706054,22.378179264181828,0.03924256670579173,174.93708996217592,160.99160689504808,85.14428448503618,13.945483067127839,9.05177012015918,4.893712946968659,158.27499923706054,0.5655518400771385,0.909383159586828,194.9833374023438,0.04412069661554977,9.43428475516183,18.60558646724341,145947840.0,-0.8270397757654262,119052180.0,0.02456220261064321,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,1,0.02442024703237608
2020-12-02 00:00:00+00:00,189.606674194336,185.47999572753903,190.51333618164065,180.40333557128903,143327100,-0.027258998689318914,0.0021494569379145734,-0.028919621116459737,0.024199706885519978,0.2880596049514481,194.9199981689453,189.1999969482422,195.2533264160156,185.1266632080078,147.20333862304688,192.0626647949219,2.8767761653124277,0.03172910609592069,181.1229995727539,13.307206732209913,0.04354723857782077,160.69033279418946,23.046545434369566,0.039483102064733176,177.19394907481592,163.11124150981016,79.4784172821869,14.082707565005762,10.057957609128497,4.024749955877265,160.69033279418946,0.5736884113342984,0.8136732735334737,185.45833587646484,0.053320911056060155,10.272617885044644,18.78063999564308,142424160.0,0.030251372167046684,121065780.0,0.43344233745397936,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,1,0.12823031719700728
2020-12-03 00:00:00+00:00,197.7933349609375,196.67333984375,199.6566619873047,194.1433258056641,127656000,0.0431770706457868,0.014741108244325618,0.04541933483775962,0.03376310218952194,0.21934079735952472,189.606674194336,194.9199981689453,189.1999969482422,191.3333282470703,162.2133331298828,193.35466613769532,3.7770913354136124,0.03408898894930794,184.68099975585938,12.416238037648991,0.035434377170404645,163.56366653442382,23.939127345850302,0.03957397639262858,180.36308536498845,165.68028546915292,82.84506629031847,14.68279989583553,10.982926066469904,3.6998738293656253,163.56366653442382,0.5854387555151079,0.8574657080435223,196.89999389648438,0.027874226311667204,10.66952187674386,18.66484971190595,138597240.0,-0.3602624085474453,122627115.0,0.09851929716868656,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,1,0.09521720360693516
2020-12-04 00:00:00+00:00,199.67999267578125,197.0033264160156,199.67999267578125,195.1666717529297,88203900,0.00953853028069096,0.05312744672226399,0.024420247032375997,0.022671399975711548,0.19983166341484893,197.7933349609375,189.606674194336,194.9199981689453,195.2533264160156,166.42333984375,194.23999938964843,4.731581288271921,0.03336003728122857,188.0066650390625,11.394413106892218,0.03553820191306378,166.24616622924805,24.85918019595366,0.03924848605421052,183.33491725895658,168.19878229927355,84.16164865874133,15.136134959683034,11.81356784511253,3.3225671145705036,166.24616622924805,0.5981294067659558,0.8362321905126144,197.42333221435547,0.022602769873793924,10.733093261718748,18.29516174902389,133701360.0,-1.2340062912375507,122775135.0,-0.6787359654260421,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,1,0.009081226461895665
