close_time,close,open,high,low,volume,ret_1d,ret_2d,ret_3d,ret_5d,ret_10d,close_lag_1,close_lag_2,close_lag_3,close_lag_5,close_lag_10,sma_5,std_5,ret_std_5,sma_10,std_10,ret_std_10,sma_20,std_20,ret_std_20,ema_12,ema_26,rsi_14,macd_line,macd_signal,macd_hist,bb_ma_20,bb_width_20,bb_percent_b_20,hl2,hl_spread,atr_14,volume_log,vol_sma_5,volume_z_5,vol_sma_20,volume_z_20,dow_sin,dow_cos,mon_sin,mon_cos,y_class,next_return
2020-11-20 00:00:00+00:00,114.33560943603516,115.6023270585875,115.72899584722248,114.28689410227584,73604300,-0.010957661017553355,-0.005845968120222533,-0.017170821807791725,-0.016099424518301375,-0.011374388573838878,115.6023406982422,115.00794219970705,116.33314514160156,116.20646667480467,115.65106964111328,115.69977416992188,1.1248120897883487,0.00946642824821655,115.36361083984374,1.4054084469340815,0.013877869569847124,113.08366661071777,3.616512626475716,0.024824828664688256,114.70836051051995,113.58459646737472,69.75271031067774,1.1237640431452292,0.9475669783393188,0.17619706480591035,113.08366661071777,0.1279234299653653,0.586543512675179,115.00794497474917,0.012612883703159942,2.9613514644678625,18.1142140194917,77898680.0,-0.5727216005642481,113655510.0,-1.2595291258118366,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,-0.029742635840166787
2020-11-23 00:00:00+00:00,110.93496704101562,114.1797070350925,114.60844359187396,110.83752894194268,127959300,-0.029742635840166787,-0.04037438713641506,-0.03541472945945634,-0.05361606608801561,-0.021234752721640326,114.33560943603516,115.6023406982422,115.00794219970705,117.21983337402344,113.3417510986328,114.44280090332032,2.0948572132894343,0.012496075354491548,115.12293243408203,1.90677925827798,0.015595717999754144,113.03485565185547,3.6396837438360987,0.025783626415451497,114.1278384382885,113.38832762097775,57.50345225090676,0.7395108173107587,0.9059557461336069,-0.16644492882284811,113.03485565185547,0.12879863376112008,0.35576434941661783,112.72298626690832,0.03399211944180813,3.0389385399425715,18.667222810386093,85253940.0,1.787169497334216,114460940.0,0.42243012269074226,0.0,1.0,-0.8660254037844386,0.5000000000000001,1,0.011594262302974017
2020-11-24 00:00:00+00:00,112.22117614746094,110.9934426426896,112.8837656693911,109.7072328936038,113874200,0.011594262302974112,-0.01849321745870547,-0.029248236068222466,-0.03534649552486102,-0.0068984151752981004,110.93496704101562,114.33560943603516,115.6023406982422,116.33314514160156,113.00070190429688,113.62040710449219,1.9706765583913335,0.016170717747883107,115.04497985839843,2.0159868094538678,0.016167570522643428,112.97496948242187,3.642884303411405,0.025734889331164683,113.8345057781612,113.3018719562728,51.00433825358294,0.5326338218883961,0.8312913612845648,-0.2986575393961687,112.97496948242187,0.12898022703969714,0.4482694705500916,111.29549928149746,0.0283060014592365,2.908012187693178,18.55060489705436,93174580.0,0.8013728328412457,115540810.0,-0.052862960725174664,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,1,0.007467169540610837
2020-11-25 00:00:00+00:00,113.05915069580078,112.5914448450371,113.76071690599676,112.22116965962786,76499200,0.007467169540610774,0.019148008165899455,-0.011164139908210191,-0.016944842822439687,-0.028956499493997256,112.22117614746094,110.93496704101562,114.33560943603516,115.00794219970705,116.43057250976562,113.23064880371093,1.8141431752949704,0.017083150454205862,114.70783767700195,2.040283948260375,0.012509204962676759,113.21961708068848,3.4627892339609145,0.02336521557665616,113.715220380875,113.28389260364524,42.05734323615926,0.4313277772297539,0.7512986444736027,-0.3199708672438488,113.21961708068848,0.12233884279940915,0.4884149471678826,112.99094328281231,0.013617183897933397,2.6935075860397513,18.152790854297777,93210000.0,-0.6476698239015966,112168880.0,-1.116989824222779,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,1,0.004826407701683979
2020-11-27 00:00:00+00:00,113.60482025146484,113.58533560344574,114.48177809334692,113.24429850772805,46691300,0.004826407701683966,0.01232961684687539,0.024066831961667257,-0.01727923876551518,-0.021978087659346168,113.05915069580078,112.22117614746094,110.93496704101562,115.6023406982422,116.15774536132812,112.83114471435547,1.311633150365175,0.01704144013956163,114.45254516601562,1.9979850903701795,0.012745534884723023,113.29116744995117,3.4548178580886857,0.021921959436034828,113.69823574558113,113.30766502200224,44.17310825783745,0.39057072357888956,0.6791530602946602,-0.2885823367157706,113.29116744995117,0.12198013087348328,0.5226967682810919,113.86303830053748,0.010892844008552569,2.5814527159782767,17.659068431198016,87725660.0,-1.2498288035291178,107196985.0,-1.7775106139859844,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,1,0.021099619077002096
2020-11-30 00:00:00+00:00,116.00183868408205,113.97509336124736,117.87267708944432,113.81918644377502,169410200,0.021099619077002085,0.02602786214270192,0.033689386142711886,0.014573143540018929,-0.001760900202699256,113.60482025146484,113.05915069580078,112.22117614746094,114.33560943603516,116.20646667480467,113.16439056396484,1.8785731456360617,0.019344360535987475,114.43208236694336,1.9789835291197364,0.014731102856062933,113.79675559997558,3.0282768582618473,0.017781551764585776,114.05263619765819,113.50723344141556,57.53720905598715,0.5454027562426234,0.6524029994842528,-0.10700024324162949,113.79675559997558,0.10644510354608026,0.6820410737950264,115.84593176660968,0.03494333099933433,2.472877659555871,18.947833556787117,106886840.0,1.3218621472441676,106153865.0,2.0023279396526723,0.0,1.0,-0.8660254037844386,0.5000000000000001,1,0.03082746114940387
2020-12-01 00:00:00+00:00,119.577880859375,117.91166455593012,120.30867787495882,116.93726853515172,127728200,0.030827461149403934,0.05257752791376946,0.05765769620111194,0.07790973440469728,0.02011645484793978,116.00183868408205,113.60482025146484,113.05915069580078,110.93496704101562,117.21983337402344,114.89297332763672,2.972317484907328,0.01071710810709641,114.66788711547852,2.435821329190705,0.01758127629830803,114.48552436828614,2.658294665520998,0.018649454389458305,114.90267383792232,113.95691102793108,65.74892161454926,0.945762809991237,0.7110749615856496,0.23468784840558732,114.48552436828614,0.092877931255993,0.9789119653605834,118.62297320505527,0.028194255623010166,2.5396940898813463,18.665415134523,106840620.0,0.4418424201795939,106396930.0,0.6719551045018554,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,1,0.0029335216449463994
2020-12-02 00:00:00+00:00,119.9286651611328,118.89580031413836,120.21124090192976,117.79473547645512,89004200,0.002933521644946424,0.03385141581889073,0.055665286874888587,0.06868123538060278,0.030907098876719497,119.577880859375,116.00183868408205,113.60482025146484,112.22117614746094,116.33314514160156,116.4344711303711,3.2278979078927135,0.01205454181127913,115.02743911743164,2.925158207699568,0.01724818758095826,115.11061019897461,2.3648046898600303,0.018538655700675175,115.6759032722624,114.39926318594604,59.824846360215616,1.2766400863163625,0.8241879865317923,0.45245209978457024,115.11061019897461,0.08217503793168478,1.009350199491883,119.00298818919244,0.02014952323723332,2.4575669455078213,18.304194128829614,101866620.0,-0.26990370945818437,105465920.0,-0.514760644691443,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0,-0.001137646802113599
2020-12-03 00:00:00+00:00,119.79222869873048,120.35737264430932,120.61071764794492,119.08091645415566,78967600,-0.00113764680211359,0.0017925375313145864,0.03267525806182392,0.05955358731683602,0.041599618317800235,119.9286651611328,119.577880859375,116.00183868408205,113.05915069580078,115.00794219970705,117.78108673095703,2.850095594372771,0.013630065211940273,115.50586776733398,3.2901005515608475,0.016577258183720897,115.50952606201172,2.4507826348612456,0.016626646124243166,116.30918410710365,114.79874211281896,60.28672819685405,1.5104419942846903,0.9614387880823719,0.5490032062023184,115.50952606201172,0.08486858940259305,0.9368709178651041,119.84581705105029,0.012770454397643807,2.4304230841350463,18.18454821238753,102360300.0,-0.4941545453945559,102502525.0,-0.7465299127639328,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0,-0.0056123632741958635
2020-12-04 00:00:00+00:00,119.11991119384766,119.46094830759232,119.71429334953903,118.40859884170744,78260400,-0.005612363274195897,-0.0067436251891782595,-0.0038298861146897067,0.04854627585497817,0.03042819439778821,119.79222869873048,119.9286651611328,119.577880859375,113.60482025146484,115.6023406982422,118.8841049194336,1.6401359091860375,0.015604477631020047,115.85762481689453,3.483891939222288,0.016856063357506567,115.67639083862305,2.5805323883659472,0.014928250188210328,116.74160365891042,115.11882871141367,57.96480868198795,1.622774947496751,1.0937060199652477,0.5290689275315033,115.67639083862305,0.0892328112818103,0.8336056128135951,119.06144609562324,0.010961177646504283,2.4039746236475525,18.175552298679236,108674120.0,-0.769640445439544,100096190.0,-0.6944486141007244,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,1,0.01226987145882485
2020-12-07 00:00:00+00:00,120.5814971923828,119.17836466433876,121.38050156328543,119.1199032870206,86712000,0.012269871458824744,0.006588645208674304,0.005443502855408955,0.03947918895296931,0.05462766838044364,119.11991119384766,119.79222869873048,119.9286651611328,116.00183868408205,114.33560943603516,119.80003662109375,0.5336690614734454,0.014436789581602995,116.48221359252929,3.7317683537052195,0.01628998923786543,115.92291221618652,2.8038298255989154,0.015102321592386173,117.33235651021386,115.52347082111508,58.97032070189267,1.8088856890987728,1.2367419537919528,0.57214373530682,115.92291221618652,0.09674808101335515,0.9153769367227177,120.25020242515302,0.018747472281407485,2.367783009569268,18.278102852010154,92134480.0,-0.26522441321119067,98708895.0,-0.38220807949061586,0.0,1.0,-0.5000000000000004,0.8660254037844384,1,0.00509083979115812
2020-12-08 00:00:00+00:00,121.1953582763672,121.18561966997126,121.78000175835268,119.93838668457948,82225500,0.005090839791158208,0.017423175199837937,0.011713026737030674,0.013526560308376512,0.0924901454341085,120.5814971923828,119.11991119384766,119.79222869873048,119.577880859375,110.93496704101562,120.12353210449218,0.7927063404896629,0.006730074517650392,117.50825271606445,3.435906496734216,0.010689377939863664,116.31559257507324,2.9684313559528603,0.014177782554623602,117.92666447423746,115.94361063261523,63.16611492801509,1.9830538416222225,1.3860043313580068,0.5970495102642157,116.31559257507324,0.10208197508986434,0.9109717487241312,120.85919422146608,0.015195425798186642,2.380311488237522,18.22497604305823,83033940.0,-0.17124708198803756,95094405.0,-0.4488913642419812,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,-0.02090351606433071
2020-12-09 00:00:00+00:00,118.66194915771484,121.34153828117272,122.7251788807494,117.901921432146,115089200,-0.02090351606433072,-0.01591909272452796,-0.0038445464871742496,-0.010562245495820632,0.05739356181573618,121.1953582763672,120.5814971923828,119.11991119384766,119.9286651611328,112.22117614746094,119.8701889038086,1.0357208923067946,0.012500278330304185,118.15233001708984,2.8959466352691945,0.014165997766522455,116.59865493774414,2.9049369285260016,0.01513894524299527,118.03978519477243,116.14496904188186,59.28681954091185,1.89481615289057,1.4877666956645197,0.40704945722605035,116.59865493774414,0.09965593274046051,0.6775679017080796,120.31355015644769,0.040647043831992996,2.5981584368268864,18.561218046527664,88250940.0,1.7461363564998655,93947695.0,0.7748101682050608,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,1,0.011988805690177216
2020-12-10 00:00:00+00:00,120.08456420898438,117.41472117824992,120.69843846339406,117.07368405582883,81312200,0.011988805690177129,-0.009165318566490277,-0.004121137943789099,0.002440354549117618,0.06213927373367878,118.66194915771484,121.1953582763672,120.5814971923828,119.79222869873048,113.05915069580078,119.92865600585938,1.0384673845173757,0.014027183985336674,118.8548713684082,2.3174692158890475,0.014300685593801663,116.78135452270507,3.006923953612756,0.013867840327092975,118.35436658157427,116.43679090611168,60.93156084559599,1.9175756754625866,1.573728491624133,0.3438471838384536,116.78135452270507,0.1029932891565541,0.7746336236996089,118.88606125961144,0.030185015296861913,2.700470108995007,18.21380663705883,88719860.0,-0.49225384393885063,92398555.0,-0.409571039892852,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0,-0.006734743252168844
2020-12-11 00:00:00+00:00,119.27582550048828,119.2953101507426,119.61686263532847,117.46344823070665,86939800,-0.006734743252168829,0.00517332090978484,-0.015838335751289456,0.0013088853498799402,0.049918702714115915,120.08456420898438,118.66194915771484,121.1953582763672,119.11991119384766,113.60482025146484,119.9598388671875,1.01006381956904,0.014159148343611669,119.42197189331054,1.4037294649410326,0.014874342700578906,116.93725852966308,3.0533641281167365,0.013968589004119914,118.49612949217642,116.64708976495439,62.32385627433276,1.849039727222035,1.6287907387437135,0.22024898847832142,116.93725852966308,0.10444452577421068,0.6914746221463266,118.54015543301756,0.018054072529667748,2.7846854113757993,18.2807264945874,90455740.0,-0.2510543752118145,91587430.0,-0.17231584172632325,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0,-0.005146695402841077
