open_time,close_time,open,high,low,close,volume,symbol
2020-11-17 00:00:00+00:00,2020-11-17 00:00:00+00:00,116.48905207972464,117.58037091037836,115.91415453796073,116.33314514160156,74271000,AAPL
2020-11-18 00:00:00+00:00,2020-11-18 00:00:00+00:00,115.57309358284304,116.75211168169892,114.97871151334662,115.00794219970705,76322100,AAPL
2020-11-19 00:00:00+00:00,2020-11-19 00:00:00+00:00,114.57922192592288,116.01158523354933,113.8191942363378,115.6023406982422,74113000,AAPL
2020-11-20 00:00:00+00:00,2020-11-20 00:00:00+00:00,115.6023270585875,115.72899584722248,114.28689410227584,114.33560943603516,73604300,AAPL
2020-11-23 00:00:00+00:00,2020-11-23 00:00:00+00:00,114.1797070350925,114.60844359187396,110.83752894194268,110.93496704101562,127959300,AAPL
2020-11-24 00:00:00+00:00,2020-11-24 00:00:00+00:00,110.9934426426896,112.8837656693911,109.7072328936038,112.22117614746094,113874200,AAPL
2020-11-25 00:00:00+00:00,2020-11-25 00:00:00+00:00,112.5914448450371,113.76071690599676,112.22116965962786,113.05915069580078,76499200,AAPL
2020-11-27 00:00:00+00:00,2020-11-27 00:00:00+00:00,113.58533560344574,114.48177809334692,113.24429850772805,113.60482025146484,46691300,AAPL
2020-11-30 00:00:00+00:00,2020-11-30 00:00:00+00:00,113.97509336124736,117.87267708944432,113.81918644377502,116.00183868408205,169410200,AAPL
2020-12-01 00:00:00+00:00,2020-12-01 00:00:00+00:00,117.91166455593012,120.30867787495882,116.93726853515172,119.577880859375,127728200,AAPL
2020-12-02 00:00:00+00:00,2020-12-02 00:00:00+00:00,118.89580031413836,120.21124090192976,117.79473547645512,119.9286651611328,89004200,AAPL
2020-12-03 00:00:00+00:00,2020-12-03 00:00:00+00:00,120.35737264430932,120.61071764794492,119.08091645415566,119.79222869873048,78967600,AAPL
2020-12-04 00:00:00+00:00,2020-12-04 00:00:00+00:00,119.46094830759232,119.71429334953903,118.40859884170744,119.11991119384766,78260400,AAPL
2020-12-07 00:00:00+00:00,2020-12-07 00:00:00+00:00,119.17836466433876,121.38050156328543,119.1199032870206,120.5814971923828,86712000,AAPL
2020-12-08 00:00:00+00:00,2020-12-08 00:00:00+00:00,121.18561966997126,121.78000175835268,119.93838668457948,121.1953582763672,82225500,AAPL
2020-12-09 00:00:00+00:00,2020-12-09 00:00:00+00:00,121.34153828117272,122.7251788807494,117.901921432146,118.66194915771484,115089200,AAPL
2020-12-10 00:00:00+00:00,2020-12-10 00:00:00+00:00,117.41472117824992,120.69843846339406,117.07368405582883,120.08456420898438,81312200,AAPL
2020-12-11 00:00:00+00:00,2020-12-11 00:00:00+00:00,119.2953101507426,119.61686263532847,117.46344823070665,119.27582550048828,86939800,AAPL
2020-12-14 00:00:00+00:00,2020-12-14 00:00:00+00:00,119.46095361716566,120.19175065083598,118.42809618847488,118.66194915771484,79184500,AAPL
2020-12-15 00:00:00+00:00,2020-12-15 00:00:00+00:00,121.15640332920536,124.62525838078408,120.95178104734528,124.60576629638672,157243700,AAPL
2020-12-16 00:00:00+00:00,2020-12-16 00:00:00+00:00,124.14779181691584,125.0832036047306,123.31954931044656,124.53754425048828,98208600,AAPL
2020-12-17 00:00:00+00:00,2020-12-17 00:00:00+00:00,125.59964613576102,126.26224318770603,124.76166492977713,125.40476989746094,94359800,AAPL
2020-12-18 00:00:00+00:00,2020-12-18 00:00:00+00:00,125.6581213382682,125.79453619074846,122.89083268641434,123.41700744628906,192541500,AAPL
2020-12-21 00:00:00+00:00,2020-12-21 00:00:00+00:00,121.81896751574804,125.02473079695858,120.2891663082695,124.94677734375,121251600,AAPL
2020-12-22 00:00:00+00:00,2020-12-22 00:00:00+00:00,128.2402506072199,130.96856222026736,126.33042801765606,128.5033416748047,168904800,AAPL
2020-12-23 00:00:00+00:00,2020-12-23 00:00:00+00:00,128.77616757002454,129.0392437617865,127.43149645083432,127.60689544677734,88223700,AAPL
2020-12-24 00:00:00+00:00,2020-12-24 00:00:00+00:00,127.9577128863763,130.04292010694545,127.74334453834628,128.591064453125,54930100,AAPL
2020-12-28 00:00:00+00:00,2020-12-28 00:00:00+00:00,130.55934935520793,133.82356763345643,130.09162848432888,133.19021606445312,124486200,AAPL
2020-12-29 00:00:00+00:00,2020-12-29 00:00:00+00:00,134.51538107187807,135.23642465149393,130.90036509315357,131.4167938232422,121047300,AAPL
2020-12-30 00:00:00+00:00,2020-12-30 00:00:00+00:00,132.1086267541331,132.50813272871576,129.98443549687033,130.29624938964844,96452100,AAPL
2020-12-31 00:00:00+00:00,2020-12-31 00:00:00+00:00,130.6470123311244,131.2901172342019,128.34743726674927,129.2926025390625,99116600,AAPL
2021-01-04 00:00:00+00:00,2021-01-04 00:00:00+00:00,130.10134836082602,130.18904042592823,123.51442981152032,126.0965805053711,143301900,AAPL
2021-01-05 00:00:00+00:00,2021-01-05 00:00:00+00:00,125.58990946914705,128.36694422919058,125.14168073283425,127.65562438964844,97664900,AAPL
2021-01-06 00:00:00+00:00,2021-01-06 00:00:00+00:00,124.44985429829092,127.69459465788168,123.14415983466812,123.35852813720705,155088000,AAPL
2021-01-07 00:00:00+00:00,2021-01-07 00:00:00+00:00,125.0734730800105,128.25975221212653,124.58627507251094,127.56792449951172,109578200,AAPL
2021-01-08 00:00:00+00:00,2021-01-08 00:00:00+00:00,129.0392514479538,129.23414253685505,126.89558328296364,128.6689910888672,105158200,AAPL
2021-01-11 00:00:00+00:00,2021-01-11 00:00:00+00:00,125.88221147258122,126.83711531254554,125.2098759078761,125.67758178710938,100384500,AAPL
2021-01-12 00:00:00+00:00,2021-01-12 00:00:00+00:00,125.20989073972784,126.3694244025176,123.61188183396052,125.50221252441406,91951100,AAPL
2021-01-13 00:00:00+00:00,2021-01-13 00:00:00+00:00,125.4632279789547,128.08435568917824,125.2001517548226,127.5386962890625,88636800,AAPL
2021-01-14 00:00:00+00:00,2021-01-14 00:00:00+00:00,127.45099807958694,127.6458743033761,125.46322193987008,125.60939025878906,90221800,AAPL
2021-01-15 00:00:00+00:00,2021-01-15 00:00:00+00:00,125.48270567821912,126.8858381851589,123.74828212605794,123.88469696044922,111598500,AAPL
2021-01-19 00:00:00+00:00,2021-01-19 00:00:00+00:00,124.50829170266368,125.4144875103759,123.68980281499437,124.55701446533205,90757300,AAPL
2021-01-20 00:00:00+00:00,2021-01-20 00:00:00+00:00,125.36582551700964,129.09776495129427,125.25864133442316,128.6495361328125,104319500,AAPL
2021-01-21 00:00:00+00:00,2021-01-21 00:00:00+00:00,130.37416729095122,136.09386615455463,130.16953762113462,133.3655548095703,120150900,AAPL
2021-01-22 00:00:00+00:00,2021-01-22 00:00:00+00:00,132.79070380672675,136.26930513798973,131.5629700317484,135.50927734375,114459400,AAPL
2021-01-25 00:00:00+00:00,2021-01-25 00:00:00+00:00,139.40684948015027,141.37511878863197,133.0440296191869,139.26068115234375,157611700,AAPL
2021-01-26 00:00:00+00:00,2021-01-26 00:00:00+00:00,139.923212757118,140.60528669691726,137.75029988505466,139.49447631835938,98390600,AAPL
2021-01-27 00:00:00+00:00,2021-01-27 00:00:00+00:00,139.7576013848175,140.60533595593498,136.81493637532154,138.4226837158203,140843800,AAPL
2021-01-28 00:00:00+00:00,2021-01-28 00:00:00+00:00,135.9477307492471,138.35448999967485,133.19992695994156,133.57994079589844,142621100,AAPL
2021-01-29 00:00:00+00:00,2021-01-29 00:00:00+00:00,132.35222218300785,133.2389261898638,126.8761209359315,128.58131408691406,177523800,AAPL
2021-02-01 00:00:00+00:00,2021-02-01 00:00:00+00:00,130.32547623427098,131.9137466089755,127.57767214071627,130.7054901123047,106239800,AAPL
2021-02-02 00:00:00+00:00,2021-02-02 00:00:00+00:00,132.2547501087198,132.8199015096137,131.16343146870483,131.53370666503906,83305400,AAPL
2021-02-03 00:00:00+00:00,2021-02-03 00:00:00+00:00,132.283966945161,132.29372041863363,130.18902194631957,130.5105743408203,89880900,AAPL
2021-02-04 00:00:00+00:00,2021-02-04 00:00:00+00:00,132.81016544490666,133.88199202454763,131.1439418976162,133.87225341796875,84183100,AAPL
2021-02-05 00:00:00+00:00,2021-02-05 00:00:00+00:00,134.0332988756867,134.10160078327883,132.57927381040088,133.45753479003906,75693800,AAPL
2021-02-08 00:00:00+00:00,2021-02-08 00:00:00+00:00,132.74517291566528,133.652723200127,131.66197638343067,133.6039276123047,71297200,AAPL
2021-02-09 00:00:00+00:00,2021-02-09 00:00:00+00:00,133.32087140442766,134.55045423223498,132.56947622112,132.72560119628906,76774200,AAPL
2021-02-10 00:00:00+00:00,2021-02-10 00:00:00+00:00,133.18426522390598,133.68195923048688,131.15449145334966,132.12059020996094,73046600,AAPL
2021-02-11 00:00:00+00:00,2021-02-11 00:00:00+00:00,132.61827762495054,133.09645045385943,130.53972304081887,131.86688232421875,64280000,AAPL
2021-02-12 00:00:00+00:00,2021-02-12 00:00:00+00:00,131.10574623455432,132.257244658681,130.46168022259064,132.10110473632812,60145100,AAPL
2021-02-16 00:00:00+00:00,2021-02-16 00:00:00+00:00,132.21820236374853,132.7256347192669,129.58338986171597,129.97373962402344,80576300,AAPL
2021-02-17 00:00:00+00:00,2021-02-17 00:00:00+00:00,128.08059918504722,129.02717699501204,126.34358348827772,127.68049621582033,97918500,AAPL
2021-02-18 00:00:00+00:00,2021-02-18 00:00:00+00:00,126.08010277824296,126.86078752569648,124.33333387097746,126.57779693603516,96856700,AAPL
2021-02-19 00:00:00+00:00,2021-02-19 00:00:00+00:00,127.0949773643316,127.55362902270863,125.68974801869317,126.73390197753906,87668800,AAPL
2021-02-22 00:00:00+00:00,2021-02-22 00:00:00+00:00,124.91880883902334,126.5875223064832,122.5670093965397,122.95735168457033,103916400,AAPL
2021-02-23 00:00:00+00:00,2021-02-23 00:00:00+00:00,120.77144442573533,123.65020481957036,115.53111655663116,122.82073211669922,158273000,AAPL
2021-02-24 00:00:00+00:00,2021-02-24 00:00:00+00:00,121.92295598861077,122.52797948716125,119.27839785951764,122.32305145263672,111039900,AAPL
2021-02-25 00:00:00+00:00,2021-02-25 00:00:00+00:00,121.66922504247012,123.40624037390658,117.62919844492517,118.06832885742188,148199500,AAPL
2021-02-26 00:00:00+00:00,2021-02-26 00:00:00+00:00,119.62968743773789,121.83511493787972,118.27325381762452,118.3318099975586,164560400,AAPL
2021-03-01 00:00:00+00:00,2021-03-01 00:00:00+00:00,120.76168897682948,124.84075076896436,119.82487191939816,124.70413208007812,116307900,AAPL
2021-03-02 00:00:00+00:00,2021-03-02 00:00:00+00:00,125.30915619930848,125.61166793035277,121.99125798161715,122.09860229492188,102260900,AAPL
2021-03-03 00:00:00+00:00,2021-03-03 00:00:00+00:00,121.79608068156784,122.67434893414126,118.89779917065528,119.11248779296876,112966300,AAPL
2021-03-04 00:00:00+00:00,2021-03-04 00:00:00+00:00,118.80999380846008,120.61531871405342,115.75557939943268,117.22911071777344,178155000,AAPL
2021-03-05 00:00:00+00:00,2021-03-05 00:00:00+00:00,118.05859095189123,118.99540807937608,114.73093169979428,118.48796081542967,153766600,AAPL
2021-03-08 00:00:00+00:00,2021-03-08 00:00:00+00:00,118.0097916939266,118.0781010413507,113.40376871001352,113.5501480102539,154376600,AAPL
2021-03-09 00:00:00+00:00,2021-03-09 00:00:00+00:00,116.15566368258474,119.1124940848032,115.92146128458052,118.1659164428711,129525800,AAPL
2021-03-10 00:00:00+00:00,2021-03-10 00:00:00+00:00,118.75143927948164,119.21984409787017,116.5655253098007,117.08273315429688,111943300,AAPL
2021-03-11 00:00:00+00:00,2021-03-11 00:00:00+00:00,119.58089611241736,120.23471511713066,118.33180683620104,119.01490020751952,103026500,AAPL
2021-03-12 00:00:00+00:00,2021-03-12 00:00:00+00:00,117.4925843785623,118.24398715605516,116.28252996168705,118.10736846923828,88105100,AAPL
2021-03-15 00:00:00+00:00,2021-03-15 00:00:00+00:00,118.47819524715764,121.00564836102156,117.51209640376013,120.99588775634766,92403800,AAPL
2021-03-16 00:00:00+00:00,2021-03-16 00:00:00+00:00,122.6646083393104,124.1479077289856,121.70827743229954,122.53775024414062,115227900,AAPL
2021-03-17 00:00:00+00:00,2021-03-17 00:00:00+00:00,121.05445274468458,122.8207426159824,119.38573914658367,121.74730682373048,111932600,AAPL
2021-03-18 00:00:00+00:00,2021-03-18 00:00:00+00:00,119.91269661765824,120.20545520924264,117.41451776473627,117.61944580078124,121229700,AAPL
2021-03-19 00:00:00+00:00,2021-03-19 00:00:00+00:00,117.00466041109058,118.49771283246504,116.78997177230154,117.0924835205078,185549500,AAPL
2021-03-22 00:00:00+00:00,2021-03-22 00:00:00+00:00,117.42429508997516,120.8788127148256,117.35598573490022,120.410400390625,111912300,AAPL
2021-03-23 00:00:00+00:00,2021-03-23 00:00:00+00:00,120.35181837592113,121.23983974643996,119.19055221546796,119.58089447021484,95467100,AAPL
2021-03-24 00:00:00+00:00,2021-03-24 00:00:00+00:00,119.8541505236829,119.9322204758505,117.17055734049536,117.19007110595705,88530500,AAPL
2021-03-25 00:00:00+00:00,2021-03-25 00:00:00+00:00,116.65333847493577,118.72214720900618,116.12637754894163,117.677978515625,98844700,AAPL
2021-03-26 00:00:00+00:00,2021-03-26 00:00:00+00:00,117.44378670396848,118.5465042288051,116.04831804624526,118.28302001953124,94071200,AAPL
2021-03-29 00:00:00+00:00,2021-03-29 00:00:00+00:00,118.71238752420412,119.61993010735954,117.81460554489064,118.45866394042967,80819200,AAPL
2021-03-30 00:00:00+00:00,2021-03-30 00:00:00+00:00,117.2095819531143,117.49257992082931,115.98976697770112,117.00465393066406,85671900,AAPL
2021-03-31 00:00:00+00:00,2021-03-31 00:00:00+00:00,118.71238380882367,120.53722207670454,118.22445786422938,119.20030975341795,118323800,AAPL
2021-04-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,120.67387400273938,121.18131381778824,119.53212138984829,120.0298080444336,75089100,AAPL
2021-04-05 00:00:00+00:00,2021-04-05 00:00:00+00:00,120.87880831704123,123.11351063056416,120.09812362016332,122.85978698730467,88651200,AAPL
2021-04-06 00:00:00+00:00,2021-04-06 00:00:00+00:00,123.44529048250403,124.06007462441202,122.61581768766165,123.16229248046876,80171300,AAPL
2021-04-07 00:00:00+00:00,2021-04-07 00:00:00+00:00,122.79146423199435,124.83099142610236,122.11812394056145,124.8114776611328,83466700,AAPL
2021-04-08 00:00:00+00:00,2021-04-08 00:00:00+00:00,125.83612685765556,127.24135628131242,125.41651759687218,127.21208190917967,88844600,AAPL
2021-04-09 00:00:00+00:00,2021-04-09 00:00:00+00:00,126.66557653414618,129.8273270838628,126.34354362809763,129.78829956054688,106686700,AAPL
2021-04-12 00:00:00+00:00,2021-04-12 00:00:00+00:00,129.31990535224077,129.6419382844939,127.47554575138676,128.07081604003906,91420000,AAPL
2021-04-13 00:00:00+00:00,2021-04-13 00:00:00+00:00,129.24182587765023,131.4082182509909,128.74413188709045,131.1837615966797,91266500,AAPL
2021-04-14 00:00:00+00:00,2021-04-14 00:00:00+00:00,131.68149986798167,131.7400486182492,128.48070580389006,128.84176635742188,87222800,AAPL
2021-04-15 00:00:00+00:00,2021-04-15 00:00:00+00:00,130.58850307773702,131.7400011254066,130.41284199993794,131.2520751953125,89347100,AAPL
2021-04-16 00:00:00+00:00,2021-04-16 00:00:00+00:00,131.0569067496548,131.41796717012542,130.0615336909614,130.9202880859375,84922400,AAPL
2021-04-19 00:00:00+00:00,2021-04-19 00:00:00+00:00,130.2859624251534,132.19863841633452,130.12006941367238,131.58384704589844,94264200,AAPL
2021-04-20 00:00:00+00:00,2021-04-20 00:00:00+00:00,131.75955677302224,132.2572359912941,128.6270649312646,129.8956756591797,94812300,AAPL
2021-04-21 00:00:00+00:00,2021-04-21 00:00:00+00:00,129.16375927769226,130.52019283566136,128.12935863654846,130.27622985839844,68847100,AAPL
2021-04-22 00:00:00+00:00,2021-04-22 00:00:00+00:00,129.82738059867802,130.9105772235827,128.2367515099133,128.7539520263672,84566500,AAPL
2021-04-23 00:00:00+00:00,2021-04-23 00:00:00+00:00,128.9686026596944,131.85711621347775,128.9686026596944,131.07644653320312,78657500,AAPL
2021-04-26 00:00:00+00:00,2021-04-26 00:00:00+00:00,131.57414120224303,131.79858301727063,130.33480485867753,131.466796875,66905100,AAPL
2021-04-27 00:00:00+00:00,2021-04-27 00:00:00+00:00,131.74976832594788,132.14011804581892,130.87150751429678,131.14474487304688,66015800,AAPL
2021-04-28 00:00:00+00:00,2021-04-28 00:00:00+00:00,131.06669219926212,131.75955373687952,129.8663982944287,130.3543243408203,107760100,AAPL
2021-04-29 00:00:00+00:00,2021-04-29 00:00:00+00:00,133.174532153205,133.7600493468008,129.25160269288304,130.25672912597656,151101000,AAPL
2021-04-30 00:00:00+00:00,2021-04-30 00:00:00+00:00,128.59778738715457,130.3348029182655,127.90494074098224,128.2855224609375,109839500,AAPL
2021-05-03 00:00:00+00:00,2021-05-03 00:00:00+00:00,128.85149050777056,130.83248375117557,128.64656992797262,129.33941650390625,75135100,AAPL
2021-05-04 00:00:00+00:00,2021-05-04 00:00:00+00:00,128.0220218638134,128.3147804318186,123.64044117384256,124.7626724243164,137564700,AAPL
2021-05-05 00:00:00+00:00,2021-05-05 00:00:00+00:00,126.08008114657817,127.29989620196363,124.8797873013686,125.00665283203124,84000900,AAPL
2021-05-06 00:00:00+00:00,2021-05-06 00:00:00+00:00,124.80170829812975,126.61679356449366,124.06005871360824,126.60704040527344,78128300,AAPL
2021-05-07 00:00:00+00:00,2021-05-07 00:00:00+00:00,127.90715317224466,128.3079208226554,126.56795470962504,127.28154754638672,78973300,AAPL
2021-05-10 00:00:00+00:00,2021-05-10 00:00:00+00:00,126.49953067035334,126.62659678553494,123.9579995481262,123.99710083007812,88071200,AAPL
2021-05-11 00:00:00+00:00,2021-05-11 00:00:00+00:00,120.72243768449368,123.43013604181222,120.0088523827375,123.07823944091795,126142800,AAPL
2021-05-12 00:00:00+00:00,2021-05-12 00:00:00+00:00,120.6246859175598,121.83679573122356,119.50054838799284,120.00885009765624,112172300,AAPL
2021-05-13 00:00:00+00:00,2021-05-13 00:00:00+00:00,121.77815750326876,123.3128473997713,121.46535470454872,122.15938568115234,105861300,AAPL
2021-05-14 00:00:00+00:00,2021-05-14 00:00:00+00:00,123.4105791838984,125.013694229742,123.01957387710112,124.58358764648438,81918000,AAPL
2021-05-17 00:00:00+00:00,2021-05-17 00:00:00+00:00,123.96776325099312,124.07528990021518,122.35487097046835,123.4301300048828,74244600,AAPL
2021-05-18 00:00:00+00:00,2021-05-18 00:00:00+00:00,123.71361668726954,124.13394612750436,121.97365073488564,122.04207611083984,63342900,AAPL
2021-05-19 00:00:00+00:00,2021-05-19 00:00:00+00:00,120.39007750331018,122.11048890947326,120.09682166067932,121.88566589355467,92612000,AAPL
2021-05-20 00:00:00+00:00,2021-05-20 00:00:00+00:00,122.41353999757484,124.84753700244316,122.28645896670808,124.4467544555664,76857100,AAPL
2021-05-21 00:00:00+00:00,2021-05-21 00:00:00+00:00,124.94528684228032,125.1212388827715,122.39398598406174,122.60903930664062,79295400,AAPL
2021-05-24 00:00:00+00:00,2021-05-24 00:00:00+00:00,123.17598087438682,125.06257461018312,123.10755550398204,124.24146270751952,63092900,AAPL
2021-05-25 00:00:00+00:00,2021-05-25 00:00:00+00:00,124.9452587557018,125.43402094302525,123.4789945671474,124.04595184326172,72009500,AAPL
2021-05-26 00:00:00+00:00,2021-05-26 00:00:00+00:00,124.10462749099422,124.52495694971884,123.57677137135352,123.99710083007812,56575900,AAPL
2021-05-27 00:00:00+00:00,2021-05-27 00:00:00+00:00,123.5963093673209,124.76931783925218,122.26689578830224,122.46239471435548,94625600,AAPL
2021-05-28 00:00:00+00:00,2021-05-28 00:00:00+00:00,122.74588055296678,122.9707110430963,121.74882403932074,121.8074722290039,71311100,AAPL
2021-06-01 00:00:00+00:00,2021-06-01 00:00:00+00:00,122.26691215271316,122.53083648398967,121.15255171788874,121.48490142822266,67637100,AAPL
2021-06-02 00:00:00+00:00,2021-06-02 00:00:00+00:00,121.4848962778378,122.42330463275812,121.26007323809792,122.24735260009766,59278900,AAPL
2021-06-03 00:00:00+00:00,2021-06-03 00:00:00+00:00,121.87589598051592,122.04207082094376,120.36075313288092,120.76153564453124,76229200,AAPL
2021-06-04 00:00:00+00:00,2021-06-04 00:00:00+00:00,121.27962561409096,123.32262472191542,121.06457229139288,123.0586929321289,75169300,AAPL
2021-06-07 00:00:00+00:00,2021-06-07 00:00:00+00:00,123.33239051007368,123.47901844884905,122.02253116137574,123.06846618652344,71057600,AAPL
2021-06-08 00:00:00+00:00,2021-06-08 00:00:00+00:00,123.75271376689696,125.570889675836,123.37148561983427,123.88956451416016,74403800,AAPL
2021-06-09 00:00:00+00:00,2021-06-09 00:00:00+00:00,124.34899265629532,124.87684872392028,123.6745086602513,124.27079010009766,56877900,AAPL
2021-06-10 00:00:00+00:00,2021-06-10 00:00:00+00:00,124.16327258007072,125.30696453959546,123.10756782499628,123.27374267578124,71186400,AAPL
2021-06-11 00:00:00+00:00,2021-06-11 00:00:00+00:00,123.68428989041196,124.57382721619663,123.2639604593567,124.48584747314452,53522400,AAPL
2021-06-14 00:00:00+00:00,2021-06-14 00:00:00+00:00,124.94524675246014,127.6040659610548,124.21211472861349,127.54541778564452,96906500,AAPL
2021-06-15 00:00:00+00:00,2021-06-15 00:00:00+00:00,127.0176287938082,127.66278885677008,126.47999540800666,126.72437286376952,62746300,AAPL
2021-06-16 00:00:00+00:00,2021-06-16 00:00:00+00:00,127.43792318066122,127.94623235462356,125.57089115999192,127.22286987304688,91815000,AAPL
2021-06-17 00:00:00+00:00,2021-06-17 00:00:00+00:00,126.88070904862664,129.56885960086188,126.73407370550348,128.82594299316406,96721700,AAPL
2021-06-18 00:00:00+00:00,2021-06-18 00:00:00+00:00,127.7702868246808,128.55228257491908,127.31085611782876,127.52590942382812,108953300,AAPL
2021-06-21 00:00:00+00:00,2021-06-21 00:00:00+00:00,127.3695047127403,129.43205057912303,126.30402282138007,129.32452392578125,79663300,AAPL
2021-06-22 00:00:00+00:00,2021-06-22 00:00:00+00:00,129.15833692853147,131.0644774987528,128.65979753012715,130.9667205810547,74783600,AAPL
2021-06-23 00:00:00+00:00,2021-06-23 00:00:00+00:00,130.76145650954527,131.29908974446735,130.23359300049012,130.69302368164062,60214200,AAPL
2021-06-24 00:00:00+00:00,2021-06-24 00:00:00+00:00,131.42616459271213,131.6118938058328,129.9403458033597,130.40956115722656,68711000,AAPL
2021-06-25 00:00:00+00:00,2021-06-25 00:00:00+00:00,130.4584521128602,130.87877412754855,129.8230618536797,130.11631774902344,70783700,AAPL
2021-06-28 00:00:00+00:00,2021-06-28 00:00:00+00:00,130.40953513106874,132.20814888176557,130.35088695244318,131.74871826171875,62111300,AAPL
2021-06-29 00:00:00+00:00,2021-06-29 00:00:00+00:00,131.76829700396732,133.42029061372372,131.32842066728736,133.26388549804688,64556100,AAPL
2021-06-30 00:00:00+00:00,2021-06-30 00:00:00+00:00,133.1074588952949,134.31957597270352,132.81420307964328,133.87969970703125,63261400,AAPL
2021-07-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,133.52780965332033,134.24138744394435,132.70669030063868,134.1827392578125,52485800,AAPL
2021-07-02 00:00:00+00:00,2021-07-02 00:00:00+00:00,134.7985434022486,136.8513191558301,134.65192295511142,136.81222534179688,78852600,AAPL
2021-07-06 00:00:00+00:00,2021-07-06 00:00:00+00:00,136.91977180863466,139.9304881404482,136.91977180863466,138.82591247558594,108181800,AAPL
2021-07-07 00:00:00+00:00,2021-07-07 00:00:00+00:00,140.3117243665474,141.6313683204944,139.45152604310684,141.31857299804688,104911600,AAPL
2021-07-08 00:00:00+00:00,2021-07-08 00:00:00+00:00,138.39579381995796,140.8200131513889,137.50625661436462,140.01846313476562,105575500,AAPL
2021-07-09 00:00:00+00:00,2021-07-09 00:00:00+00:00,139.53949700886304,142.37426891530228,139.44174008149082,141.84642028808594,99890800,AAPL
2021-07-12 00:00:00+00:00,2021-07-12 00:00:00+00:00,142.92166987013806,143.02919651124512,140.76136732266437,141.2501220703125,76299700,AAPL
2021-07-13 00:00:00+00:00,2021-07-13 00:00:00+00:00,140.79071085179643,144.1435766396761,140.39971296594135,142.364501953125,100827100,AAPL
2021-07-14 00:00:00+00:00,2021-07-14 00:00:00+00:00,144.76917436169552,146.20611463354894,144.35860721349815,145.79554748535156,127050800,AAPL
2021-07-15 00:00:00+00:00,2021-07-15 00:00:00+00:00,145.88354186128095,146.62644380694877,143.7818872173468,145.140625,106820300,AAPL
2021-07-16 00:00:00+00:00,2021-07-16 00:00:00+00:00,145.12110865625078,146.39185943911193,142.59913163129056,143.09765625,93251400,AAPL
2021-07-19 00:00:00+00:00,2021-07-19 00:00:00+00:00,140.51698106699695,140.82979124521293,138.48375965542388,139.2462158203125,121434600,AAPL
2021-07-20 00:00:00+00:00,2021-07-20 00:00:00+00:00,140.2335185818673,143.79165254365046,139.7447638348333,142.86300659179688,96350000,AAPL
2021-07-21 00:00:00+00:00,2021-07-21 00:00:00+00:00,142.2569638271825,142.8434755242887,141.3772111971352,142.1298828125,74993500,AAPL
